datetime,TIMESTAMP,Month,Day,Year,Hour,Minute,Seconds,wtemp,SPCOND,COND,depth,PH,ODO.,ODO_CONC,CHL_CONC,CHL_RFU,PC_CELLS,PC_RFU,TURB
10/27/2017 8:03,10/27/2017 8:03,8,8,9,8,4,6,13.36,0.164,0.128,0.953,7.71,91.9,9.6,6.4,1.4,3986,1.3,3.1
10/27/2017 8:04,10/27/2017 8:04,8,8,9,8,5,35,13.36,0.165,0.128,1.412,7.71,91.8,9.59,6.4,1.4,3354,1.1,2.3
10/27/2017 8:06,10/27/2017 8:06,8,8,9,8,7,4,13.36,0.164,0.128,1.937,7.7,91.6,9.57,5.8,1.3,4469,1.5,3.2
10/27/2017 9:01,10/27/2017 9:01,8,8,9,9,2,37,13.32,0.161,0.125,0.552,7.71,91.8,9.6,8.6,2,2516,0.8,3
10/27/2017 9:03,10/27/2017 9:03,8,8,9,9,4,5,13.31,0.161,0.125,0.924,7.71,91.9,9.61,5.7,1.3,2060,0.7,3.3
10/27/2017 9:04,10/27/2017 9:04,8,8,9,9,5,34,13.31,0.161,0.125,1.448,7.71,91.8,9.6,10.6,2.4,3853,1.3,3.3
10/27/2017 9:06,10/27/2017 9:06,8,8,9,9,7,3,13.31,0.161,0.125,1.917,7.71,91.9,9.61,9.3,2.1,5942,1.9,2.7
10/27/2017 10:01,10/27/2017 10:01,8,8,9,10,2,37,13.27,0.163,0.126,0.554,7.73,92.6,9.69,8.8,2,4151,1.4,3.5
10/27/2017 10:03,10/27/2017 10:03,8,8,9,10,4,6,13.27,0.163,0.126,0.938,7.74,92.7,9.71,7.7,1.7,302,0.1,2.4
10/27/2017 10:04,10/27/2017 10:04,8,8,9,10,5,35,13.27,0.163,0.127,1.438,7.73,92.5,9.69,9.9,2.2,2599,0.8,2.7
10/27/2017 10:06,10/27/2017 10:06,8,8,9,10,7,4,13.27,0.164,0.127,1.962,7.72,92.3,9.67,8.2,1.9,-579,-0.2,3.8
10/27/2017 11:01,10/27/2017 11:01,8,8,9,11,2,36,13.27,0.16,0.124,0.532,7.75,93.5,9.79,7.1,1.6,4102,1.3,3.4
10/27/2017 11:03,10/27/2017 11:03,8,8,9,11,4,5,13.28,0.16,0.124,0.985,7.75,93.2,9.75,6.2,1.4,1636,0.5,2.9
10/27/2017 11:04,10/27/2017 11:04,8,8,9,11,5,34,13.28,0.16,0.124,1.448,7.75,93.5,9.79,11.4,2.6,4807,1.6,3.3
10/27/2017 11:06,10/27/2017 11:06,8,8,9,11,7,3,13.28,0.16,0.124,1.977,7.74,93.4,9.78,3.6,0.8,4631,1.5,2.4
10/27/2017 12:01,10/27/2017 12:01,8,8,9,12,2,36,13.3,0.157,0.122,0.536,7.8,95,9.94,3,0.7,-1057,-0.3,3.2
10/27/2017 12:03,10/27/2017 12:03,8,8,9,12,4,4,13.3,0.156,0.121,0.971,7.8,95.1,9.95,5.8,1.3,2951,1,2.9
10/27/2017 12:04,10/27/2017 12:04,8,8,9,12,5,33,13.29,0.158,0.123,1.464,7.8,95,9.94,7.6,1.7,970,0.3,3.1
10/27/2017 12:06,10/27/2017 12:06,8,8,9,12,7,2,13.3,0.158,0.123,1.941,7.8,95.3,9.97,5.6,1.3,435,0.1,3
10/27/2017 13:01,10/27/2017 13:01,8,8,9,13,2,36,13.43,0.155,0.121,0.532,7.81,95.4,9.96,5.8,1.3,1197,0.4,3.2
10/27/2017 13:03,10/27/2017 13:03,8,8,9,13,4,4,13.42,0.158,0.123,0.973,7.81,95.7,9.99,6.9,1.6,3371,1.1,4
10/27/2017 13:04,10/27/2017 13:04,8,8,9,13,5,33,13.4,0.154,0.12,1.463,7.81,95.4,9.96,7.8,1.8,1006,0.3,3.5
10/27/2017 13:06,10/27/2017 13:06,8,8,9,13,7,2,13.4,0.156,0.122,1.948,7.81,95.6,9.98,6,1.4,3659,1.2,3.3
10/27/2017 14:01,10/27/2017 14:01,8,8,9,14,2,37,13.49,0.153,0.119,0.545,7.8,96,10,5.9,1.3,823,0.3,3.4
10/27/2017 14:03,10/27/2017 14:03,8,8,9,14,4,5,13.49,0.153,0.119,0.977,7.81,95.9,9.99,3.9,0.9,-127,0,3.1
10/27/2017 14:04,10/27/2017 14:04,8,8,9,14,5,34,13.48,0.152,0.119,1.466,7.81,95.7,9.98,6.9,1.6,-386,-0.1,3.3
10/27/2017 14:06,10/27/2017 14:06,8,8,9,14,7,3,13.47,0.153,0.119,1.957,7.79,95.7,9.97,5.5,1.2,-487,-0.2,4
10/27/2017 15:01,10/27/2017 15:01,8,8,9,15,2,37,13.59,0.153,0.12,0.527,7.8,96.8,10.06,6.9,1.6,458,0.1,4
10/27/2017 15:03,10/27/2017 15:03,8,8,9,15,4,6,13.56,0.153,0.119,0.983,7.8,96.4,10.03,5.1,1.1,828,0.3,3.7
10/27/2017 15:04,10/27/2017 15:04,8,8,9,15,5,35,13.53,0.152,0.119,1.475,7.8,96,9.99,4.6,1,-1298,-0.4,3.8
10/27/2017 15:06,10/27/2017 15:06,8,8,9,15,7,4,13.5,0.152,0.119,1.97,7.78,95.6,9.95,9,2,-1724,-0.6,3.3
10/27/2017 16:01,10/27/2017 16:01,8,8,9,16,2,37,13.6,0.154,0.121,0.518,7.82,97.7,10.15,6.2,1.4,74,0,3.5
10/27/2017 16:03,10/27/2017 16:03,8,8,9,16,4,5,13.6,0.154,0.12,0.973,7.81,97.2,10.11,4.4,1,3562,1.2,3.5
10/27/2017 16:04,10/27/2017 16:04,8,8,9,16,5,34,13.59,0.153,0.12,1.479,7.81,97.2,10.1,8.9,2,3125,1,4.2
10/27/2017 16:06,10/27/2017 16:06,8,8,9,16,7,3,13.58,0.154,0.121,1.968,7.79,96.3,10.02,6.3,1.4,-91,0,4.1
10/27/2017 17:01,10/27/2017 17:01,8,8,9,17,2,37,13.55,0.154,0.12,0.537,7.79,96.6,10.05,5.6,1.3,-221,-0.1,4.2
10/27/2017 17:03,10/27/2017 17:03,8,8,9,17,4,5,13.56,0.153,0.119,0.974,7.79,96.6,10.05,7.5,1.7,1723,0.6,3.6
10/27/2017 17:04,10/27/2017 17:04,8,8,9,17,5,34,13.55,0.153,0.12,1.462,7.78,96.2,10.01,3.6,0.8,1151,0.4,3.6
10/27/2017 17:06,10/27/2017 17:06,8,8,9,17,7,3,13.55,0.153,0.12,1.951,7.79,96,9.99,5.3,1.2,1054,0.3,3.8
10/27/2017 18:01,10/27/2017 18:01,8,8,9,18,2,38,13.52,0.151,0.118,0.55,7.74,95.5,9.94,7.7,1.7,598,0.2,2.9
10/27/2017 18:03,10/27/2017 18:03,8,8,9,18,4,7,13.52,0.152,0.119,0.964,7.73,95.4,9.93,4.5,1,-1635,-0.5,3.5
10/27/2017 18:04,10/27/2017 18:04,8,8,9,18,5,36,13.52,0.15,0.117,1.452,7.75,95.3,9.93,5.4,1.2,-211,-0.1,3.9
10/27/2017 18:06,10/27/2017 18:06,8,8,9,18,7,5,13.51,0.15,0.117,1.94,7.76,95.2,9.91,4.4,1,438,0.1,3.4
10/27/2017 19:01,10/27/2017 19:01,8,8,9,19,2,38,13.47,0.153,0.12,0.557,7.74,94.6,9.86,6,1.4,-1418,-0.5,3.1
10/27/2017 19:03,10/27/2017 19:03,8,8,9,19,4,6,13.47,0.153,0.119,0.958,7.72,94.6,9.86,5,1.1,-2746,-0.9,4.2
10/27/2017 19:04,10/27/2017 19:04,8,8,9,19,5,35,13.47,0.152,0.119,1.449,7.72,94.9,9.89,3.9,0.9,1459,0.5,3.5
10/27/2017 19:06,10/27/2017 19:06,8,8,9,19,7,4,13.47,0.151,0.117,1.94,7.73,94.8,9.88,4.5,1,842,0.3,4
10/27/2017 20:01,10/27/2017 20:01,8,8,9,20,2,38,13.43,0.154,0.12,0.552,7.73,94.1,9.81,3.4,0.8,-303,-0.1,3.6
10/27/2017 20:03,10/27/2017 20:03,8,8,9,20,4,6,13.44,0.155,0.121,0.953,7.74,94.3,9.84,2.8,0.6,652,0.2,3
10/27/2017 20:04,10/27/2017 20:04,8,8,9,20,5,35,13.43,0.155,0.121,1.446,7.73,94.1,9.82,2.3,0.5,-280,-0.1,4
10/27/2017 20:06,10/27/2017 20:06,8,8,9,20,7,4,13.43,0.157,0.122,1.934,7.73,94.3,9.84,8.3,1.9,2974,1,5.1
10/27/2017 21:01,10/27/2017 21:01,8,8,9,21,2,38,13.38,0.15,0.117,0.557,7.69,93.4,9.76,3.3,0.7,-1216,-0.4,3.2
10/27/2017 21:03,10/27/2017 21:03,8,8,9,21,4,7,13.38,0.15,0.117,0.965,7.7,93.5,9.76,2.8,0.6,3488,1.1,3.5
10/27/2017 21:04,10/27/2017 21:04,8,8,9,21,5,36,13.37,0.15,0.117,1.441,7.7,93.4,9.76,5.8,1.3,635,0.2,3.4
10/27/2017 21:06,10/27/2017 21:06,8,8,9,21,7,5,13.37,0.15,0.116,1.931,7.7,93.5,9.77,9,2,-1285,-0.4,3
10/27/2017 22:01,10/27/2017 22:01,8,8,9,22,2,38,13.31,0.153,0.119,0.565,7.69,93.4,9.78,6.1,1.4,1583,0.5,4.4
10/27/2017 22:03,10/27/2017 22:03,8,8,9,22,4,7,13.3,0.15,0.117,0.948,7.71,93.4,9.77,6.3,1.4,1902,0.6,3.1
10/27/2017 22:04,10/27/2017 22:04,8,8,9,22,5,36,13.29,0.151,0.117,1.442,7.71,93.5,9.78,6,1.4,1786,0.6,3.4
10/27/2017 22:06,10/27/2017 22:06,8,8,9,22,7,5,13.29,0.15,0.116,1.935,7.71,93.3,9.77,2,0.5,580,0.2,2.9
10/27/2017 23:01,10/27/2017 23:01,8,8,9,23,2,38,13.26,0.153,0.119,0.562,7.68,92.7,9.71,5.5,1.3,-1580,-0.5,3.9
10/27/2017 23:03,10/27/2017 23:03,8,8,9,23,4,7,13.25,0.152,0.118,0.951,7.68,92.5,9.69,-0.9,-0.2,182,0.1,3.2
10/27/2017 23:04,10/27/2017 23:04,8,8,9,23,5,36,13.25,0.153,0.119,1.432,7.69,92.6,9.7,3,0.7,3625,1.2,3.4
10/27/2017 23:06,10/27/2017 23:06,8,8,9,23,7,5,13.26,0.154,0.12,1.925,7.68,92.7,9.71,1.3,0.3,792,0.3,3
10/28/2017 0:01,10/28/2017 0:01,8,9,9,0,2,37,13.21,0.152,0.118,0.568,7.67,92.3,9.67,2.6,0.6,1439,0.5,3.1
10/28/2017 0:03,10/28/2017 0:03,8,9,9,0,4,6,13.21,0.151,0.117,0.946,7.67,92.2,9.66,1.5,0.3,486,0.2,3.1
10/28/2017 0:04,10/28/2017 0:04,8,9,9,0,5,35,13.2,0.155,0.12,1.433,7.68,92.5,9.7,2.4,0.5,4229,1.4,3.9
10/28/2017 0:06,10/28/2017 0:06,8,9,9,0,7,4,13.19,0.154,0.12,1.924,7.68,92.5,9.7,7.6,1.7,1657,0.5,3.5
10/28/2017 1:01,10/28/2017 1:01,8,9,9,1,2,37,13.14,0.153,0.118,0.563,7.69,92.7,9.73,4.1,0.9,-727,-0.2,3.6
10/28/2017 1:03,10/28/2017 1:03,8,9,9,1,4,6,13.13,0.154,0.119,0.963,7.7,92.8,9.75,6.7,1.5,3029,1,2.6
10/28/2017 1:04,10/28/2017 1:04,8,9,9,1,5,35,13.13,0.153,0.118,1.446,7.71,92.7,9.74,6.5,1.5,-1186,-0.4,3.7
10/28/2017 1:06,10/28/2017 1:06,8,9,9,1,7,4,13.14,0.156,0.12,1.928,7.7,92.5,9.72,6.3,1.4,1070,0.3,3.1
10/28/2017 2:01,10/28/2017 2:01,8,9,9,2,2,38,13.09,0.154,0.119,0.562,7.75,94,9.88,4.7,1.1,-1428,-0.5,2.6
10/28/2017 2:03,10/28/2017 2:03,8,9,9,2,4,6,13.09,0.156,0.12,0.959,7.74,94,9.88,5.8,1.3,-12,0,2.5
10/28/2017 2:04,10/28/2017 2:04,8,9,9,2,5,35,13.08,0.156,0.121,1.44,7.75,94,9.88,6.6,1.5,650,0.2,2.6
10/28/2017 2:06,10/28/2017 2:06,8,9,9,2,7,4,13.08,0.156,0.121,1.927,7.76,94.1,9.9,6.9,1.6,1663,0.5,3.6
10/28/2017 3:01,10/28/2017 3:01,8,9,9,3,2,37,12.96,0.157,0.121,0.555,7.76,94,9.91,8.2,1.8,2604,0.8,2.6
10/28/2017 3:03,10/28/2017 3:03,8,9,9,3,4,6,12.96,0.158,0.121,0.951,7.77,94.1,9.92,9,2,2266,0.7,2.4
10/28/2017 3:04,10/28/2017 3:04,8,9,9,3,5,35,12.98,0.156,0.12,1.444,7.77,94,9.91,2.8,0.6,465,0.2,2.7
10/28/2017 3:06,10/28/2017 3:06,8,9,9,3,7,4,12.96,0.157,0.121,1.928,7.77,94.2,9.93,7.6,1.7,2393,0.8,2.5
10/28/2017 4:01,10/28/2017 4:01,8,9,9,4,2,38,13,0.16,0.123,0.56,7.6,92.2,9.71,3.9,0.9,1081,0.4,3.1
10/28/2017 4:03,10/28/2017 4:03,8,9,9,4,4,7,13,0.156,0.121,0.955,7.6,92,9.69,7,1.6,-1397,-0.5,3.6
10/28/2017 4:04,10/28/2017 4:04,8,9,9,4,5,36,13.02,0.156,0.12,1.439,7.61,92,9.69,5,1.1,1477,0.5,3.4
10/28/2017 4:06,10/28/2017 4:06,8,9,9,4,7,5,13.01,0.155,0.119,1.93,7.62,92.1,9.7,3.2,0.7,1539,0.5,4
10/28/2017 5:01,10/28/2017 5:01,8,9,9,5,2,37,13.07,0.154,0.119,0.562,7.53,90,9.47,3.1,0.7,-536,-0.2,3.4
10/28/2017 5:03,10/28/2017 5:03,8,9,9,5,4,6,13.07,0.154,0.119,0.951,7.53,90,9.47,1.5,0.3,-311,-0.1,3.5
10/28/2017 5:04,10/28/2017 5:04,8,9,9,5,5,35,13.06,0.155,0.12,1.436,7.53,89.9,9.46,5.5,1.2,-1421,-0.5,3.4
10/28/2017 5:06,10/28/2017 5:06,8,9,9,5,7,4,13.06,0.155,0.12,1.93,7.53,89.8,9.45,3.1,0.7,-1947,-0.6,4
10/28/2017 6:01,10/28/2017 6:01,8,9,9,6,2,37,12.89,0.153,0.118,0.57,7.5,88.6,9.36,2.7,0.6,-1309,-0.4,3.2
10/28/2017 6:03,10/28/2017 6:03,8,9,9,6,4,5,12.9,0.154,0.118,0.95,7.5,88.7,9.37,0.1,0,-933,-0.3,3.4
10/28/2017 6:04,10/28/2017 6:04,8,9,9,6,5,34,12.85,0.155,0.119,1.44,7.5,88.6,9.36,1.1,0.2,-2330,-0.8,3.7
10/28/2017 6:06,10/28/2017 6:06,8,9,9,6,7,3,12.85,0.154,0.118,1.918,7.5,88.6,9.36,2.5,0.6,115,0,4
10/28/2017 7:01,10/28/2017 7:01,8,9,9,7,2,38,12.74,0.155,0.119,0.563,7.48,88.3,9.35,2.4,0.5,-3934,-1.3,3.5
10/28/2017 7:03,10/28/2017 7:03,8,9,9,7,4,6,12.74,0.157,0.12,0.957,7.48,88.2,9.35,0.9,0.2,-1603,-0.5,3.5
10/28/2017 7:04,10/28/2017 7:04,8,9,9,7,5,35,12.73,0.156,0.119,1.432,7.48,88.2,9.34,-2,-0.5,-1223,-0.4,3.2
10/28/2017 7:06,10/28/2017 7:06,8,9,9,7,7,4,12.71,0.155,0.119,1.923,7.47,87.9,9.32,-1.6,-0.4,-1368,-0.4,3.5
10/28/2017 8:01,10/28/2017 8:01,8,9,9,8,2,38,12.59,0.156,0.119,0.558,7.43,87.4,9.3,0.2,0,-1681,-0.5,3.3
10/28/2017 8:03,10/28/2017 8:03,8,9,9,8,4,7,12.6,0.156,0.119,0.948,7.44,87.7,9.32,2.3,0.5,1839,0.6,3.1
10/28/2017 8:04,10/28/2017 8:04,8,9,9,8,5,36,12.6,0.156,0.119,1.439,7.45,87.6,9.31,1.1,0.2,3267,1.1,3.9
10/28/2017 8:06,10/28/2017 8:06,8,9,9,8,7,5,12.6,0.155,0.119,1.935,7.45,87.4,9.29,-1,-0.2,-685,-0.2,3.7
10/28/2017 9:01,10/28/2017 9:01,8,9,9,9,2,37,12.54,0.154,0.118,0.54,7.45,88.2,9.38,-1.6,-0.4,-2256,-0.7,3.4
10/28/2017 9:03,10/28/2017 9:03,8,9,9,9,4,6,12.55,0.156,0.119,0.977,7.45,88,9.36,2.8,0.6,-2183,-0.7,3.7
10/28/2017 9:04,10/28/2017 9:04,8,9,9,9,5,35,12.55,0.153,0.117,1.463,7.46,88,9.36,-0.6,-0.1,-3050,-1,3.8
10/28/2017 9:06,10/28/2017 9:06,8,9,9,9,7,4,12.55,0.154,0.117,1.944,7.45,87.8,9.34,-0.1,0,2182,0.7,3.6
10/28/2017 10:01,10/28/2017 10:01,8,9,9,10,2,39,12.52,0.155,0.118,0.51,7.46,88.3,9.4,1.2,0.3,-1519,-0.5,8
10/28/2017 10:03,10/28/2017 10:03,8,9,9,10,4,7,12.49,0.155,0.118,0.971,7.46,88.6,9.44,5.6,1.3,722,0.2,3.5
10/28/2017 10:04,10/28/2017 10:04,8,9,9,10,5,36,12.52,0.156,0.119,1.467,7.48,88.5,9.42,5.1,1.1,1275,0.4,4.8
10/28/2017 10:06,10/28/2017 10:06,8,9,9,10,7,5,12.51,0.155,0.118,1.957,7.48,88.5,9.42,0.1,0,-1478,-0.5,4.1
10/28/2017 11:01,10/28/2017 11:01,8,9,9,11,2,38,12.51,0.154,0.117,0.525,7.47,89.1,9.48,0,0,-97,0,3.3
10/28/2017 11:03,10/28/2017 11:03,8,9,9,11,4,7,12.52,0.154,0.118,0.994,7.47,89.1,9.49,2.9,0.7,-1597,-0.5,4.2
10/28/2017 11:04,10/28/2017 11:04,8,9,9,11,5,36,12.52,0.154,0.117,1.494,7.47,89.3,9.5,4,0.9,727,0.2,4.3
10/28/2017 11:06,10/28/2017 11:06,8,9,9,11,7,5,12.54,0.155,0.118,1.939,7.48,89.2,9.5,1.5,0.3,-770,-0.3,3.6
10/28/2017 12:01,10/28/2017 12:01,8,9,9,12,2,38,12.78,0.154,0.118,0.515,7.54,90.4,9.57,1.4,0.3,-703,-0.2,3.3
10/28/2017 12:03,10/28/2017 12:03,8,9,9,12,4,6,12.78,0.153,0.117,0.979,7.53,90.5,9.58,0.8,0.2,2058,0.7,3.2
10/28/2017 12:04,10/28/2017 12:04,8,9,9,12,5,35,12.78,0.153,0.117,1.466,7.55,90.2,9.55,4.8,1.1,-308,-0.1,4
10/28/2017 12:06,10/28/2017 12:06,8,9,9,12,7,4,12.78,0.156,0.119,1.946,7.55,90.5,9.58,2.2,0.5,1713,0.6,3.6
10/28/2017 13:01,10/28/2017 13:01,8,9,9,13,2,38,12.96,0.153,0.118,0.522,7.64,93.6,9.87,0.1,0,-2622,-0.9,3
10/28/2017 13:03,10/28/2017 13:03,8,9,9,13,4,6,12.98,0.153,0.117,0.945,7.65,93.7,9.88,1.6,0.4,-1699,-0.6,3.1
10/28/2017 13:04,10/28/2017 13:04,8,9,9,13,5,35,12.97,0.153,0.118,1.484,7.65,93.9,9.89,5.9,1.3,1106,0.4,3
10/28/2017 13:06,10/28/2017 13:06,8,9,9,13,7,4,12.98,0.153,0.118,1.954,7.66,94,9.9,4,0.9,326,0.1,3.5
10/28/2017 14:01,10/28/2017 14:01,8,9,9,14,2,38,13.04,0.153,0.118,0.521,7.85,97.9,10.31,9.1,2.1,3670,1.2,2.3
10/28/2017 14:03,10/28/2017 14:03,8,9,9,14,4,6,13.04,0.153,0.118,0.986,7.87,98.1,10.33,5.8,1.3,756,0.2,2
10/28/2017 14:04,10/28/2017 14:04,8,9,9,14,5,35,13.04,0.153,0.118,1.419,7.86,98.2,10.34,9.1,2.1,1785,0.6,2.4
10/28/2017 14:06,10/28/2017 14:06,8,9,9,14,7,4,13.04,0.153,0.118,1.948,7.86,98.3,10.34,5.3,1.2,3454,1.1,2.7
10/28/2017 15:01,10/28/2017 15:01,8,9,9,15,2,38,13.11,0.154,0.119,0.524,7.94,99.9,10.49,6,1.4,31,0,3.4
10/28/2017 15:03,10/28/2017 15:03,8,9,9,15,4,7,13.11,0.154,0.119,0.98,7.95,99.7,10.48,7.1,1.6,3744,1.2,2.2
10/28/2017 15:04,10/28/2017 15:04,8,9,9,15,5,36,13.12,0.154,0.119,1.399,7.94,99.7,10.48,10.2,2.3,-4,0,2.8
10/28/2017 15:06,10/28/2017 15:06,8,9,9,15,7,5,13.12,0.153,0.119,1.957,7.94,99.8,10.49,3.7,0.8,2574,0.8,2.5
10/28/2017 16:01,10/28/2017 16:01,8,9,9,16,2,38,13.17,0.154,0.119,0.531,7.98,100.7,10.57,8.3,1.9,-1600,-0.5,2.3
10/28/2017 16:03,10/28/2017 16:03,8,9,9,16,4,6,13.17,0.154,0.119,0.976,7.97,100.8,10.57,2.1,0.5,66,0,3
10/28/2017 16:04,10/28/2017 16:04,8,9,9,16,5,35,13.17,0.155,0.12,1.461,7.98,100.7,10.57,3.3,0.8,1999,0.7,2.7
10/28/2017 16:06,10/28/2017 16:06,8,9,9,16,7,4,13.17,0.154,0.12,1.944,7.98,100.6,10.56,3,0.7,1232,0.4,2.4
10/28/2017 17:01,10/28/2017 17:01,8,9,9,17,2,39,13.2,0.157,0.122,0.541,7.98,100.3,10.52,3.8,0.9,1620,0.5,2.2
10/28/2017 17:03,10/28/2017 17:03,8,9,9,17,4,7,13.2,0.157,0.121,0.966,7.99,100.4,10.53,2.9,0.7,-1652,-0.5,2.5
10/28/2017 17:04,10/28/2017 17:04,8,9,9,17,5,36,13.2,0.157,0.122,1.465,8,100.5,10.54,2,0.4,-1496,-0.5,2.7
10/28/2017 17:06,10/28/2017 17:06,8,9,9,17,7,5,13.2,0.157,0.121,1.953,7.99,100.4,10.52,4,0.9,2089,0.7,2
10/28/2017 18:01,10/28/2017 18:01,8,9,9,18,2,38,13.25,0.159,0.123,0.544,8,100.8,10.55,8.1,1.8,-601,-0.2,2.6
10/28/2017 18:03,10/28/2017 18:03,8,9,9,18,4,6,13.25,0.159,0.123,0.959,8.01,100.4,10.52,5.8,1.3,2480,0.8,2.1
10/28/2017 18:04,10/28/2017 18:04,8,9,9,18,5,35,13.25,0.159,0.123,1.456,8,100.5,10.53,5.5,1.2,-981,-0.3,2.2
10/28/2017 18:06,10/28/2017 18:06,8,9,9,18,7,4,13.25,0.158,0.123,1.93,8,100.5,10.53,9.1,2.1,1979,0.6,2.6
10/28/2017 19:01,10/28/2017 19:01,8,9,9,19,2,38,13.23,0.161,0.125,0.549,8,100.3,10.51,11.3,2.6,1551,0.5,2
10/28/2017 19:03,10/28/2017 19:03,8,9,9,19,4,6,13.23,0.161,0.125,0.964,8.01,100.5,10.53,8.1,1.8,2843,0.9,2
10/28/2017 19:04,10/28/2017 19:04,8,9,9,19,5,35,13.22,0.16,0.124,1.453,8,100.6,10.54,11.3,2.6,1493,0.5,2.4
10/28/2017 19:06,10/28/2017 19:06,8,9,9,19,7,4,13.23,0.162,0.125,1.945,8,100.3,10.51,4,0.9,1810,0.6,2.2
10/28/2017 20:01,10/28/2017 20:01,8,9,9,20,2,38,12.98,0.157,0.121,0.555,7.76,96.2,10.14,6.2,1.4,-215,-0.1,3.4
10/28/2017 20:03,10/28/2017 20:03,8,9,9,20,4,6,12.96,0.157,0.121,0.968,7.76,95.9,10.11,2.9,0.6,-3341,-1.1,3.8
10/28/2017 20:04,10/28/2017 20:04,8,9,9,20,5,35,12.93,0.159,0.122,1.452,7.73,95.6,10.08,7.4,1.7,533,0.2,4
10/28/2017 20:06,10/28/2017 20:06,8,9,9,20,7,4,12.93,0.159,0.122,1.943,7.73,95.4,10.06,4.2,0.9,2471,0.8,4
10/28/2017 21:01,10/28/2017 21:01,8,9,9,21,2,38,12.86,0.164,0.126,0.56,7.71,94.5,9.99,5.8,1.3,483,0.2,5.7
10/28/2017 21:03,10/28/2017 21:03,8,9,9,21,4,6,12.85,0.165,0.127,0.961,7.7,94.6,9.99,2.9,0.7,260,0.1,3.8
10/28/2017 21:04,10/28/2017 21:04,8,9,9,21,5,35,12.84,0.168,0.129,1.448,7.71,94.3,9.97,7.9,1.8,-2224,-0.7,4.1
10/28/2017 21:06,10/28/2017 21:06,8,9,9,21,7,4,12.84,0.168,0.129,1.941,7.71,94.1,9.95,3,0.7,1099,0.4,4.2
10/28/2017 22:01,10/28/2017 22:01,8,9,9,22,2,39,12.77,0.167,0.128,0.557,7.66,93.6,9.91,5.7,1.3,-1058,-0.3,5
10/28/2017 22:03,10/28/2017 22:03,8,9,9,22,4,7,12.78,0.166,0.128,0.966,7.68,93.7,9.91,5.6,1.3,1027,0.3,4.6
10/28/2017 22:04,10/28/2017 22:04,8,9,9,22,5,36,12.77,0.167,0.128,1.413,7.68,93.6,9.91,2.7,0.6,774,0.3,4.5
10/28/2017 22:06,10/28/2017 22:06,8,9,9,22,7,13,12.77,0.168,0.129,1.981,7.68,93.7,9.92,8.8,2,1115,0.4,4.5
10/28/2017 23:01,10/28/2017 23:01,8,9,9,23,2,38,12.72,0.17,0.13,0.554,7.67,93.6,9.92,4.2,0.9,-1727,-0.6,4.3
10/28/2017 23:03,10/28/2017 23:03,8,9,9,23,4,7,12.73,0.17,0.13,0.974,7.67,93.4,9.9,9.4,2.1,2287,0.7,5.2
10/28/2017 23:04,10/28/2017 23:04,8,9,9,23,5,36,12.72,0.17,0.13,1.46,7.68,93.2,9.87,5.7,1.3,145,0,4.5
10/28/2017 23:06,10/28/2017 23:06,8,9,9,23,7,5,12.73,0.17,0.13,1.909,7.67,93.2,9.88,2.1,0.5,-1097,-0.4,4.6
10/29/2017 0:01,10/29/2017 0:01,8,10,9,0,2,38,12.72,0.169,0.129,0.547,7.67,93,9.86,8.8,2,-1626,-0.5,5.3
10/29/2017 0:03,10/29/2017 0:03,8,10,9,0,4,6,12.72,0.168,0.129,0.965,7.67,93.2,9.88,2.6,0.6,907,0.3,5.1
10/29/2017 0:04,10/29/2017 0:04,8,10,9,0,5,35,12.72,0.168,0.128,1.459,7.67,93.1,9.86,4.2,0.9,-703,-0.2,4.8
10/29/2017 0:06,10/29/2017 0:06,8,10,9,0,7,4,12.73,0.167,0.128,1.928,7.65,93,9.85,6.2,1.4,971,0.3,4.4
10/29/2017 1:01,10/29/2017 1:01,8,10,9,1,2,38,12.74,0.165,0.126,0.547,7.67,93.1,9.86,5.5,1.3,-1060,-0.3,3.6
10/29/2017 1:03,10/29/2017 1:03,8,10,9,1,4,7,12.73,0.166,0.127,0.97,7.67,93.2,9.88,3.3,0.7,-548,-0.2,4.8
10/29/2017 1:04,10/29/2017 1:04,8,10,9,1,5,36,12.74,0.164,0.126,1.449,7.67,93.1,9.86,5.5,1.2,-850,-0.3,4
10/29/2017 1:06,10/29/2017 1:06,8,10,9,1,7,5,12.73,0.166,0.127,1.947,7.67,93,9.85,6,1.4,1622,0.5,4.3
10/29/2017 2:01,10/29/2017 2:01,8,10,9,2,2,38,12.72,0.168,0.129,0.561,7.67,92.9,9.85,1.8,0.4,-1609,-0.5,4.8
10/29/2017 2:03,10/29/2017 2:03,8,10,9,2,4,7,12.72,0.168,0.129,0.963,7.68,92.7,9.82,5.8,1.3,3317,1.1,4
10/29/2017 2:04,10/29/2017 2:04,8,10,9,2,5,36,12.72,0.17,0.13,1.46,7.68,92.5,9.81,5.8,1.3,-1623,-0.5,4.2
10/29/2017 2:06,10/29/2017 2:06,8,10,9,2,7,5,12.72,0.17,0.13,1.92,7.68,92.9,9.84,4.6,1,-802,-0.3,4.7
10/29/2017 3:01,10/29/2017 3:01,8,10,9,3,2,39,12.76,0.168,0.129,0.545,7.67,92.5,9.8,5.8,1.3,1128,0.4,3.8
10/29/2017 3:03,10/29/2017 3:03,8,10,9,3,4,8,12.76,0.17,0.13,0.955,7.67,92.3,9.78,2.2,0.5,661,0.2,4.4
